    -0.325    -0.350    -0.705     0.143     0.293
     0.155    -0.899    -0.729     0.094     0.254
     0.388    -1.053     3.335     0.114     0.394
     0.762    -1.397    -0.050     0.058     0.308
     0.042    -1.243    -0.438     0.062     0.282
     0.656    -1.324     0.193     0.072     0.292
    -0.283    -0.833    -0.669     0.103     0.303
    -0.240    -0.833    -0.632     0.106     0.296
    -0.233    -0.430    -0.632     0.125     0.335
    -0.530    -0.438    -0.645     0.124     0.354
     1.080    -1.339    -0.693     0.061     0.301
     1.228    -1.522    -0.632     0.050     0.250
     0.360    -1.097    -0.754     0.065     0.315
     0.472    -1.090    -0.717     0.066     0.306
     0.769    -1.200    -0.535     0.072     0.282
    -0.551    -0.657     0.253     0.094     0.364
    -0.445    -0.716    -0.014     0.082     0.322
    -0.099    -0.936    -0.426     0.074     0.364
     0.070    -0.870    -0.729     0.092     0.292
     0.000    -0.870     3.420     0.110     0.360
     0.367    -1.200     0.496     0.075     0.355
     1.919    -1.654    -0.790     0.037     0.207
    -1.581     1.658    -0.657     0.251     0.501
    -1.673     1.863    -0.742     0.288     0.458
    -1.603     1.797    -0.754     0.293     0.453
    -1.377     1.467    -0.547     0.270     0.420
    -0.713     0.551     0.484     0.212     0.332
    -0.727     0.588     0.399     0.209     0.359
    -1.299     1.680     0.824     0.281     0.381
    -1.066     1.445     2.110     0.279     0.379
    -1.158     1.592     1.139     0.288     0.378
    -0.819     0.793    -0.426     0.245     0.385
    -1.179     1.555     0.229     0.306     0.366
    -1.645     2.148    -0.511     0.281     0.381
    -1.624     0.434    -0.463     0.276     0.386
    -1.243     0.390    -0.353     0.259     0.399
     0.120     0.002    -0.050     0.223     0.323
     0.240     0.105     0.617     0.215     0.345
    -2.061     2.852     0.302     0.317     0.457
    -2.061     2.764    -0.256     0.305     0.455
    -1.419     1.540     1.455     0.306     0.406
    -1.716     2.053    -0.499     0.306     0.416
     0.338     0.061    -0.742     0.224     0.284
    -1.384     0.346     0.229     0.254     0.384
    -1.518     0.354     1.455     0.254     0.394
    -1.391     0.295    -0.378     0.269     0.349
    -1.419     0.258     0.338     0.271     0.371
    -1.970     1.159    -0.014     0.310     0.420
    -0.255     0.097     0.848     0.230     0.370
    -0.530     0.280     1.127     0.248     0.398
    -1.920     0.896     0.642     0.255     0.405
    -1.447     1.921    -0.281     0.284     0.414
    -0.269     0.170     0.581     0.165     0.295
    -0.530     0.537     0.205     0.196     0.296
     1.256    -0.218    -0.802     0.149     0.209
    -0.904     1.159    -0.754     0.234     0.364
    -0.113     0.932    -0.608     0.229     0.319
    -0.953     0.822    -0.778     0.239     0.329
    -0.262     0.742    -0.754     0.234     0.334
    -1.087     2.332     0.278     0.213     0.303
    -0.177     0.969     0.023     0.170     0.220
    -0.946     1.431     0.775     0.189     0.249
     0.063     0.544     2.777     0.166     0.266
    -1.229     2.229     0.096     0.273     0.423
    -1.257     2.361    -0.341     0.286     0.426
     0.388     0.881     0.096     0.244     0.374
     0.861     0.236    -0.244     0.217     0.347
     0.571     0.405     0.872     0.200     0.330
     0.487     0.434     1.285     0.206     0.326
     1.058    -0.123    -0.535     0.205     0.315
     1.948    -0.965    -0.717     0.149     0.249
    -1.440     0.822     2.413     0.225     0.355
    -0.847     0.500     0.144     0.216     0.386
     0.183     0.119    -0.268     0.188     0.388
    -1.349     0.866     1.188     0.234     0.364
    -2.090     3.255     3.990     0.305     0.425
    -2.040     2.317     2.559     0.309     0.439
    -2.181     3.020     0.617     0.344     0.494
     0.868     0.800    -0.608     0.203     0.323
     1.051     0.493    -0.475     0.189     0.299
     1.228     0.383    -0.717     0.180     0.330
     2.364    -0.914    -0.074     0.097     0.217
     2.294    -0.460    -0.839     0.140     0.230
    -2.090     2.991     0.168     0.331     0.452
    -1.906     2.383    -0.414     0.341     0.471
    -1.829     1.892     0.702     0.312     0.382
    -1.850     1.694     1.139     0.304     0.374
    -2.076     1.848    -0.608     0.284     0.434
    -1.871     3.079     3.905     0.356     0.456
    -2.146     1.885    -0.584     0.337     0.447
    -2.485     3.929     0.241     0.391     0.451
    -2.344     2.427    -0.365     0.361     0.441
    -2.259     3.687     1.066     0.393     0.452
    -2.428     2.962     0.181     0.380     0.450
    -0.459    -0.569    -0.645     0.133     0.333
    -0.720    -0.189    -0.547     0.181     0.351
    -1.094     0.463    -0.438     0.232     0.352
    -0.092     0.683     1.673     0.256     0.356
    -1.073     1.350     0.096     0.315     0.375
     2.618    -0.687     0.884     0.101     0.191
     0.649    -0.130    -0.778     0.181     0.291
     0.564     0.954    -0.657     0.278     0.318
     1.517     0.442    -0.584     0.213     0.253
     2.061    -0.108    -0.560     0.174     0.214
     0.585     0.346    -0.754     0.256     0.276
    -1.779     4.097    -0.293     0.335     0.415
    -1.560     3.929    -0.099     0.343     0.393
    -1.010     3.277     2.110     0.292     0.322
    -1.257     3.658     0.350     0.313     0.413
    -1.045     3.306     1.200     0.306     0.376
    -1.645     3.680    -0.547     0.363     0.393
    -1.172     3.533    -0.353     0.300     0.390
    -0.996     3.409    -0.159     0.299     0.429
    -0.869     3.255     0.168     0.317     0.377
    -0.396     2.573     2.486     0.276     0.376
    -0.650     2.976     0.811     0.305     0.375
    -1.116     3.218    -0.584     0.346     0.386
    -0.530     2.332    -0.645     0.316     0.386
     4.037    -1.668    -0.778     0.023     0.253
     2.908    -1.273    -0.645     0.042     0.092
     3.148    -1.449    -0.632     0.042     0.132
     3.959    -1.515    -0.778     0.030     0.310
    -2.005     3.079    -0.584     0.284     0.484
    -2.231     3.057    -0.657     0.301     0.531
    -2.118     3.218    -0.669     0.310     0.490
     1.348     0.068    -0.220     0.138     0.208
     2.893    -1.068    -0.535     0.078     0.138
     2.011    -0.452    -0.547     0.124     0.224
     2.166    -0.643    -0.657     0.107     0.207
     1.002    -0.284    -0.657     0.142     0.302
     1.454    -0.716    -0.742     0.122     0.182
     1.496    -0.386    -0.584     0.131     0.231
     1.214    -0.071    -0.414     0.149     0.219
     1.559    -0.137    -0.220     0.118     0.198
    -2.231     0.603    -0.317     0.158     0.318
    -2.146     0.361    -0.305     0.150     0.310
    -1.250     0.800     0.011     0.183     0.303
    -1.631     1.035    -0.378     0.198     0.298
     2.378    -0.723     0.120     0.092     0.172
     0.197     0.500    -0.353     0.116     0.306
    -0.918     1.328    -0.171     0.263     0.413
     3.557    -1.207    -0.596     0.069     0.109
     3.635    -1.265    -0.705     0.062     0.112
     3.373    -0.994    -0.523     0.086     0.136
     3.035    -0.797    -0.620     0.088     0.158
     3.783    -1.368    -0.438     0.058     0.078
     3.141    -1.009    -0.657     0.094     0.133
     3.310    -1.119    -0.729     0.075     0.125
     0.818     0.214    -0.353     0.142     0.312
     1.581     0.083    -0.402     0.154     0.244
     2.082     0.090    -0.220     0.172     0.252
     2.646    -0.775    -0.693     0.100     0.200
     3.049    -1.053    -0.463     0.074     0.164
     3.663    -1.573    -0.353     0.044     0.084
     3.677    -1.397    -0.729     0.052     0.102
     1.912    -0.745    -0.196     0.118     0.208
     1.962    -0.672    -0.681     0.148     0.228
     1.122    -0.093    -0.596     0.226     0.286
     1.489    -0.577    -0.584     0.144     0.204
     2.188    -0.833    -0.657     0.142     0.192
     0.903     0.786    -0.341     0.228     0.318
     0.861     0.346     0.460     0.184     0.254
     1.870    -0.372    -0.778     0.181     0.301
     1.595    -0.569     1.151     0.123     0.173
     1.701    -0.005    -0.632     0.196     0.326
     1.955    -0.518    -0.814     0.178     0.258
     2.159    -0.621    -0.814     0.164     0.214
    -1.793     2.075     0.253     0.353     0.473
    -1.511     2.009     0.132     0.338     0.458
    -0.960     1.284     0.387     0.243     0.353
    -0.883    -0.013    -0.608     0.301     0.431
    -0.262     1.694    -0.026     0.226     0.396
     1.355     0.258    -0.608     0.184     0.264
     0.698     1.116    -0.244     0.240     0.310
     0.395     0.148     0.096     0.151     0.241
     2.209    -0.562    -0.766     0.132     0.222
     0.557     0.383    -0.560     0.198     0.258
     0.345     0.310    -0.232     0.212     0.282
     0.522     0.046    -0.086     0.190     0.240
     0.656    -0.496     2.365     0.157     0.207
    -0.819     0.273     2.838     0.178     0.238
    -1.320     1.482     0.957     0.259     0.369
    -1.066     1.196     0.035     0.261     0.361
    -0.727     0.742    -0.074     0.244     0.324
    -0.897     0.471     2.959     0.224     0.254
    -1.257     1.394     0.957     0.300     0.420
     0.317    -0.606    -0.159     0.184     0.344
     0.183    -0.826     1.273     0.170     0.250
     0.028    -0.504     2.231     0.182     0.242
     2.703    -1.200     0.727     0.271     0.292
     0.254    -0.276     1.624     0.155     0.255
     0.056     0.075     0.909     0.169     0.230
    -0.255     0.207    -0.099     0.213     0.343
     0.183    -0.269    -0.584     0.087     0.108
     0.592     0.280    -0.705     0.080     0.120
     2.011    -0.811    -0.001     0.094     0.194
     1.242    -0.547    -0.038     0.119     0.219
     1.002    -0.167    -0.232     0.123     0.263
    -1.109    -0.950    -0.632     0.081     0.171
    -0.127     0.127     0.071     0.116     0.256
    -0.939    -0.738    -0.705     0.114     0.154
     0.303     0.024     0.023     0.115     0.275
    -0.678    -0.430    -0.778     0.115     0.205
     0.797    -0.474     0.144     0.114     0.244
     1.764    -0.577     0.241     0.095     0.215
     1.644    -0.657    -0.183     0.086     0.176
     1.651    -0.569    -0.390     0.092     0.212
     2.526    -0.855    -0.766     0.119     0.199
     1.334     0.068    -0.511     0.193     0.243
     1.602    -0.350    -0.729     0.166     0.246
     1.510    -0.196    -0.657     0.170     0.250
    -1.412     1.570    -0.086     0.223     0.423
    -1.581     1.650    -0.305     0.237     0.417
    -1.546     1.453    -0.608     0.226     0.426
    -1.483     1.643    -0.232     0.237     0.407
    -0.805     1.057    -0.766     0.242     0.371
     0.635    -0.152    -0.293     0.124     0.324
    -0.382     0.376    -0.475     0.116     0.306
     0.529    -0.218    -0.099     0.134     0.264
     0.529    -0.394     0.654     0.141     0.331
    -1.377     1.577     0.011     0.221     0.401
    -1.243     0.603    -0.086     0.204     0.404
    -1.292     1.050     0.168     0.217     0.377
    -1.391     1.064    -0.074     0.219     0.389
    -0.989     1.269    -0.123     0.315     0.455
     1.037    -1.185     2.025     0.186     0.316
    -0.184     0.148    -0.341     0.276     0.406
     0.536    -0.716    -0.123     0.216     0.316
     0.218    -0.474    -0.111     0.255     0.355
     1.200    -1.229     0.763     0.141     0.211
     0.967    -1.009     0.375     0.166     0.266
     0.924    -0.899    -0.450     0.199     0.249
     0.967    -0.877    -0.244     0.192     0.282
     0.811    -1.104     3.408     0.140     0.230
     0.769    -1.097     1.345     0.133     0.223
     0.797    -0.943     0.338     0.143     0.243
     0.762    -0.848    -0.099     0.147     0.268
     0.543    -0.767    -0.074     0.170     0.300
     0.183     0.998    -0.293     0.261     0.361
     1.447    -0.775     0.096     0.132     0.252
     1.348    -0.328    -0.183     0.244     0.284
     0.903     0.266    -0.208     0.226     0.276
     0.331     0.779    -0.341     0.262     0.292
     2.138    -1.075    -0.268     0.114     0.204
     1.390    -0.584    -0.244     0.158     0.238
     2.526    -1.368    -0.038     0.104     0.144
     1.898    -1.068    -0.438     0.090     0.170
     2.350    -0.943    -0.365     0.110     0.160
     2.209    -1.163    -0.463     0.084     0.174
     2.414    -1.390    -0.438     0.069     0.159
     3.282    -1.441    -0.317     0.082     0.122
     3.515    -1.368    -0.632     0.075     0.105
    -0.036     0.170    -0.645     0.312     0.562
     2.872    -1.434    -0.681     0.314     0.534
    -0.438    -0.569     2.340     0.147     0.277
    -1.066     1.094    -0.487     0.273     0.423
    -0.445    -0.101     0.314     0.174     0.344
    -0.607     0.244     0.023     0.212     0.392
     1.658    -1.200     0.035     0.098     0.228
     0.402    -1.558    -0.693     0.173     0.313
     1.941    -0.921    -0.657     0.083     0.204
    -0.050    -1.390    -0.693     0.087     0.267
     2.131    -1.229     0.035     0.081     0.191
     2.152    -1.265    -0.560     0.080     0.160
     2.336    -1.287    -0.560     0.066     0.166
     3.169    -1.441    -0.742     0.093     0.133
     2.795    -1.251    -0.620     0.072     0.112
     3.126    -1.295    -0.572     0.066     0.096
     3.098    -1.287    -0.632     0.065     0.105
     3.268    -1.449    -0.535     0.049     0.089
     2.915    -1.192    -0.778     0.080     0.150
     3.148    -1.178    -0.766     0.080     0.130
    -1.469    -0.306    -0.329     0.143     0.303
    -1.885    -1.412    -0.645     0.097     0.347
    -2.351    -0.438    -0.293     0.148     0.438
    -0.967    -0.723    -0.171     0.114     0.264
    -1.850    -1.134    -0.669     0.158     0.418
    -0.699    -0.943     0.120     0.098     0.279
     1.743    -0.569    -0.596     0.098     0.218
     2.484    -1.507    -0.475     0.047     0.107
     3.013    -1.397    -0.729     0.054     0.134
     0.091    -0.152    -0.596     0.195     0.285
     0.155    -0.254     0.023     0.166     0.306
     0.508    -0.203    -0.645     0.177     0.277
     0.663    -0.335    -0.669     0.179     0.299
     0.303    -0.328    -0.729     0.200     0.330
     0.035     0.229    -0.523     0.236     0.266
    -0.318     0.676    -0.414     0.269     0.329
     2.724    -1.214    -0.414     0.076     0.156
     2.463    -1.405     0.460     0.063     0.083
     2.166    -0.760    -0.657     0.100     0.180
     2.209    -1.002    -0.705     0.087     0.177
     2.618    -1.097    -0.681     0.075     0.145
     2.258    -0.797    -0.705     0.094     0.185
     2.061    -0.848    -0.547     0.089     0.199
     2.152    -1.383    -0.499     0.058     0.178
     1.517    -1.156    -0.669     0.056     0.286
    -0.854    -0.577     0.083     0.089     0.259
     0.367     0.500    -0.475     0.160     0.220
    -2.556     1.028    -0.608     0.177     0.317
     3.155    -1.273    -0.802     0.078     0.178
     0.861     0.984    -0.086     0.245     0.305
     0.677     0.588    -0.511     0.183     0.353
     2.265    -1.544    -0.426     0.062     0.202
     3.141    -1.456    -0.463     0.056     0.136
     3.070    -1.485    -0.450     0.076     0.196
     2.844    -1.097    -0.572     0.078     0.238
     3.338    -1.280    -0.802     0.062     0.132
    -1.405     1.387    -0.232     0.233     0.383
    -1.956     1.819    -0.657     0.249     0.379
     0.381    -0.943    -0.426     0.073     0.193
    -0.367     0.398    -0.329     0.166     0.336
     0.360    -0.855    -0.147     0.074     0.184
    -0.904     0.903    -0.293     0.125     0.385
    -0.459     0.295    -0.645     0.134     0.364
    -0.565     0.866    -0.135     0.213     0.363
     0.296    -0.013     2.425     0.140     0.180
     0.289    -0.064     1.406     0.141     0.191
    -0.897     0.896    -0.317     0.226     0.336
    -0.671     0.522     1.503     0.156     0.226
    -0.742     0.793     1.018     0.184     0.275
    -1.885     2.332    -0.232     0.251     0.341
     0.663    -0.526     0.569     0.116     0.156
     1.397    -0.540    -0.450     0.120     0.261
     0.974    -0.965     2.013     0.121     0.171
     1.263    -0.569    -0.171     0.135     0.235
    -1.829    -0.247     0.290     0.147     0.308
    -1.730    -0.071    -0.074     0.138     0.328
    -2.316    -1.134     0.751     0.123     0.393
     1.058     0.068     1.564     0.133     0.233
     1.468    -0.650    -0.183     0.094     0.144
     2.166    -1.302    -0.705     0.074     0.154
     1.630    -0.694     0.071     0.024     0.144
    -1.229     2.918     0.326     0.316     0.406
     1.630    -0.159    -0.778     0.184     0.244
     0.903     0.918    -0.645     0.246     0.276
     1.016     0.053     1.879     0.134     0.254
     2.668    -0.972    -0.669     0.111     0.161
    -0.770     2.061     0.411     0.288     0.418
     0.663     0.500    -0.353     0.229     0.309
     1.757    -0.657    -0.778     0.168     0.268
    -1.617     1.453    -0.001     0.231     0.381
    -0.996     1.123     0.193     0.210     0.290
    -0.862     0.559    -0.535     0.204     0.254
    -0.452     1.284    -0.620     0.254     0.364
    -1.221    -0.438    -0.632     0.201     0.281
     3.253    -1.573    -0.499     0.052     0.122
     1.341    -1.353    -0.584     0.067     0.177
     1.814    -0.467    -0.839     0.184     0.214
    -0.120     1.423    -0.754     0.252     0.392
    -1.158     1.416     0.047     0.213     0.344
    -1.327     1.218    -0.426     0.234     0.344
     1.602    -0.701    -0.802     0.116     0.226
     1.574    -0.789    -0.839     0.107     0.287
     0.720    -0.416    -0.062     0.121     0.221
     1.891    -0.350    -0.754     0.102     0.192
     2.414    -1.163    -0.645     0.062     0.102
     1.630     0.090    -0.572     0.152     0.222
     2.548    -1.280    -0.645     0.054     0.114
     1.919    -1.273    -0.827     0.160     0.270
    -1.673     1.196    -0.317     0.243     0.363
    -1.581     1.123    -0.305     0.221     0.351
     0.254     0.669    -0.645     0.182     0.332
     1.256     0.368    -0.778     0.189     0.309
    -0.692     0.976    -0.414     0.251     0.341
     2.957    -1.427    -0.839     0.088     0.198
     2.548    -1.390    -0.632     0.072     0.212
     1.616    -0.826    -0.790     0.132     0.222
     2.724    -0.877    -0.717     0.066     0.106
     0.409    -0.320    -0.742     0.122     0.232
     2.075    -1.016    -0.766     0.082     0.142
    -0.325    -0.489    -0.790     0.112     0.212
     0.360    -0.782    -0.705     0.117     0.227
     0.592    -0.621    -0.705     0.101     0.181
     0.240    -1.119    -0.717     0.124     0.194
    -0.438    -0.394    -0.560     0.153     0.253
     0.141    -1.016    -0.378     0.117     0.207
    -2.139     3.401     4.646     0.302     0.482
    -2.358     3.592     0.083     0.306     0.476
    -2.111     2.998    -0.293     0.311     0.451
    -1.927     1.987    -0.365     0.281     0.431
    -1.963     1.738     4.997     0.218     0.488
    -2.323     3.658     0.156     0.316     0.456
    -2.054     3.079    -0.268     0.300     0.470
    -2.266     3.167     0.532     0.293     0.433
    -1.814     1.387    -0.268     0.255     0.405
    -1.772    -0.320     2.352     0.133     0.353
    -1.871     0.566    -0.523     0.219     0.419
    -1.948     0.463    -0.657     0.184     0.454
    -1.567    -0.738     0.071     0.113     0.353
    -1.603     0.273    -0.487     0.223     0.403
     2.654    -1.749     2.425     0.105     0.255
     2.378    -1.742     2.826     0.130     0.260
     2.985    -1.632    -0.171     0.052     0.093
     1.185    -1.544    -0.099     0.058     0.238
     2.788    -1.698    -0.717     0.028     0.088
     1.164    -1.361    -0.062     0.067     0.237
     1.009    -1.068    -0.717     0.103     0.223
     1.919    -1.654     1.843     0.079     0.379
     1.475    -1.580     3.930     0.100     0.400
     2.329    -1.815     0.350     0.063     0.203
     2.788    -1.698    -0.511     0.029     0.139
     3.155    -1.874    -0.790     0.026     0.076
     0.727    -1.522     3.141     0.100     0.260
     3.451    -1.698    -0.717     0.015     0.085
     2.399    -1.874     2.389     0.104     0.294
     2.096    -1.786    -0.086     0.054     0.124
     2.082    -1.874     2.983     0.091     0.361
     1.305    -1.119     0.993     0.073     0.253
     1.778    -1.280    -0.487     0.061     0.251
     2.089    -1.375    -0.802     0.058     0.228
     1.715    -1.229    -0.062     0.075     0.275
     2.851    -1.639    -0.766     0.043     0.153
     2.696    -1.610    -0.802     0.044     0.174
     2.032    -1.185    -0.742     0.076     0.226
     1.559    -1.229     1.442     0.072     0.322
     1.192    -1.134    -0.111     0.084     0.284
     1.221    -1.119    -0.378     0.085     0.245
     1.799    -1.258    -0.560     0.069     0.219
     2.668    -1.580    -0.802     0.044     0.174
     2.202    -1.273    -0.742     0.072     0.193
     2.399    -1.273    -0.778     0.070     0.190
     1.023    -1.126     1.649     0.069     0.279
     0.875    -1.031    -0.111     0.089     0.269
     1.439    -1.346    -0.729     0.068     0.248
     1.298    -1.500    -0.729     0.066     0.266
     1.997    -1.515    -0.802     0.055     0.175
     0.818    -0.884     1.855     0.113     0.283
     1.023    -1.082    -0.268     0.086     0.236
     1.207    -0.826     2.292     0.127     0.367
     1.277    -1.038     2.789     0.123     0.343
     1.249    -0.863     0.569     0.100     0.370
     1.305    -0.643    -0.353     0.105     0.345
     1.157    -0.687    -0.645     0.141     0.251
     1.080    -0.504    -0.620     0.152     0.272
     1.143    -0.782     1.442     0.099     0.319
     1.694    -1.324     0.193     0.085     0.285
     1.778    -1.390    -0.196     0.078     0.278
     1.524    -1.309    -0.645     0.104     0.274
     1.418    -1.280    -0.681     0.101     0.231
     2.378    -1.456    -0.742     0.079     0.179
     0.670    -1.749     0.629     0.068     0.298
     1.221    -1.815     0.132     0.059     0.289
     1.538    -1.786    -0.099     0.060     0.240
     1.305    -1.368    -0.511     0.097     0.247
     1.418    -1.397    -0.317     0.085     0.225
     2.385    -1.895     1.697     0.078     0.328
     2.654    -1.874     0.654     0.072     0.142
     2.879    -1.874    -0.572     0.033     0.173
     2.823    -1.895    -0.669     0.026     0.136
     1.461    -1.764     5.459     0.132     0.372
     2.329    -1.727    -0.681     0.046     0.146
     2.414    -1.756    -0.523     0.048     0.128
     2.138    -1.786    -0.717     0.038     0.118
     1.828    -1.537     2.741     0.108     0.298
     2.357    -1.749     0.447     0.043     0.244
     3.112    -1.895    -0.705     0.015     0.105
     2.929    -1.610    -0.584     0.020     0.120
    -0.742     3.233    -0.560     0.339     0.419
    -1.821     3.387    -0.729     0.338     0.368
    -0.431     2.947    -0.572     0.336     0.406
    -1.130     0.742    -0.535     0.308     0.488
    -1.313     1.921     3.626     0.287     0.387
    -1.327     1.101     0.071     0.324     0.444
    -1.610     2.134     1.612     0.316     0.426
    -1.574     1.584     0.120     0.323     0.433
    -0.600    -1.544    -0.560     0.047     0.267
     0.120    -1.595    -0.560     0.043     0.203
    -1.581    -1.383    -0.414     0.060     0.360
    -0.572    -1.449     0.496     0.061     0.331
    -0.869    -1.405     0.338     0.065     0.356
    -1.363    -1.522     0.023     0.053     0.323
    -1.349    -1.324     0.375     0.061     0.331
    -1.836    -1.273     1.163     0.088     0.368
     0.056    -1.412     0.205     0.058     0.298
    -1.207    -1.551    -0.632     0.050     0.250
    -0.255    -1.265     0.181     0.064     0.264
     0.098    -1.368     0.023     0.053     0.283
     2.364    -1.602    -0.572     0.033     0.193
     3.430    -1.683    -0.560     0.022     0.092
     0.882    -1.419    -0.827     0.054     0.344
     1.072    -1.405    -0.705     0.049     0.319
    -0.106    -1.170    -0.268     0.065     0.346
     0.875    -1.463    -0.560     0.048     0.298
     0.628    -1.588    -0.547     0.042     0.322
     2.541    -1.646    -0.547     0.034     0.224
     0.070    -1.668    -0.693     0.042     0.282
     0.247    -1.500     0.411     0.049     0.340
     0.127    -1.610    -0.232     0.048     0.308
     0.585    -1.683    -0.232     0.042     0.262
