 0214 12-27-22   0.120   0.118   0.183   0.000   0.000   0.000   0.000   0.000   0.221
 0215 12-27-16   0.120   0.118   0.133   0.000   0.000   0.000   0.000   0.000   0.254
 0216 12-27-10   0.120   0.118   0.083   0.000   0.000   0.000   0.000   0.000   0.333
 0217 12-27-09   0.120   0.118   0.075   0.000   0.000   0.000   0.000   0.000   0.215
 0218 12-27-07   0.120   0.118   0.058   0.000   0.000   0.000   0.000   0.000   0.264
 0219 12-26-18   0.120   0.113   0.149   0.000   0.000   0.000   0.000   0.000   0.272
 0220 12-26-16   0.120   0.113   0.133   0.000   0.000   0.000   0.000   0.000   0.292
 0221 12-26-15   0.120   0.113   0.125   0.000   0.000   0.000   0.000   0.000   0.324
 0222 12-26-09   0.120   0.113   0.075   0.000   0.000   0.000   0.000   0.000   0.280
 0223 12-26-09   0.120   0.113   0.075   0.000   0.000   0.000   0.000   0.000   0.281
 0224 12-26-07   0.120   0.113   0.058   0.000   0.000   0.000   0.000   0.000   0.238
 0225 12-25-20   0.120   0.109   0.166   0.000   0.000   0.000   0.000   0.000   0.232
 0226 12-25-20   0.120   0.109   0.166   0.000   0.000   0.000   0.000   0.000   0.269
 0227 12-25-18   0.120   0.109   0.149   0.000   0.000   0.000   0.000   0.000   0.264
 0228 12-25-17   0.120   0.109   0.141   0.000   0.000   0.000   0.000   0.000   0.267
 0229 12-25-16   0.120   0.109   0.133   0.000   0.000   0.000   0.000   0.000   0.274
 0230 12-25-15   0.120   0.109   0.125   0.000   0.000   0.000   0.000   0.000   0.289
 0231 12-25-12   0.120   0.109   0.100   0.000   0.000   0.000   0.000   0.000   0.331
 0232 12-25-12   0.120   0.109   0.100   0.000   0.000   0.000   0.000   0.000   0.291
 0233 12-25-12   0.120   0.109   0.100   0.000   0.000   0.000   0.000   0.000   0.569
 0234 12-24-25   0.120   0.105   0.208   0.000   0.000   0.000   0.000   0.000   0.242
 0235 12-24-24   0.120   0.105   0.199   0.000   0.000   0.000   0.000   0.000   0.248
